c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
A324,18,1,1,0,184,157,1,1,2,6,1,1,1,1,2,0,99,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,3,0,0,1,1,0,1,3,1,1,0,1,1,3,0,1,1,3,1,0,1
A325,19,1,0,1,188,65,0,0,1,5,0,1,1,0,1,1,99,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,1,4,1,1,0,0,0,1,0,1,0,3,1,1,1
A326,19,1,0,1,166,153,0,0,2,6,1,1,0,1,2,0,99,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,0,1,3,0,1,0,7,0,0,0,0,1,1,0,1,0,3,0,1,1
A327,18,0,1,1,172,116,0,0,0,3,0,1,0,0,1,99,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,6,1,1,2,1,1,0,9,0,0,1,0,1,1,0,1,1,1,1,0,1
A328,18,1,0,1,182,73,1,1,2,4,1,1,0,1,2,1,99,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,7,1,0,3,1,1,0,3,0,0,1,1,0,1,1,1,0,1,1,0,1
A329,18,0,1,1,152,146,1,1,2,7,1,1,0,0,1,99,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,10,0,0,0,1,0,1,1,1,0,2,0,1,0
A330,19,1,0,0,186,128,1,1,2,6,1,1,1,0,1,0,99,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,3,0,0,1,10,1,1,1,1,1,3,0,1,0,1,1,0,1
A331,19,1,0,0,159,140,0,0,1,9,0,1,1,0,1,0,99,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,6,1,0,3,1,0,1,1,1,1,1,1,0,2,1,1,0,2,1,1,1
A332,19,0,0,1,146,70,1,1,0,9,1,1,0,1,2,1,99,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,3,1,1,0,4,0,0,0,1,1,2,1,1,1,1,0,1,0
A333,19,0,0,0,176,121,1,1,1,8,0,1,1,0,1,0,99,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,4,0,1,3,0,0,1,10,1,1,1,0,1,2,0,1,1,2,0,1,0
A334,24,1,0,0,146,101,1,1,1,8,0,1,1,0,1,1,99,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,6,1,1,3,1,0,1,10,1,1,1,0,0,1,0,1,1,3,0,1,0
A335,18,1,1,0,159,145,1,1,2,6,1,1,0,0,1,99,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,4,1,0,3,1,1,0,2,0,0,0,1,1,2,0,1,0,2,0,1,0
A336,19,0,1,1,162,157,0,0,2,4,1,1,1,0,1,0,99,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,3,0,1,3,1,0,1,8,1,1,0,0,0,1,1,1,1,3,0,1,0
A337,19,1,1,1,172,90,1,1,2,5,1,0,0,1,2,1,99,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,5,1,0,3,0,1,0,7,0,0,0,1,1,2,0,0,0,3,0,1,0
A338,23,1,0,1,169,121,0,0,1,7,0,0,1,0,1,1,99,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,7,0,0,2,0,0,1,4,1,1,1,0,0,1,1,0,1,1,1,0,1
A339,18,1,1,1,182,50,0,0,1,6,0,1,1,0,1,0,99,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,3,0,1,2,0,0,1,4,1,1,1,1,0,2,0,1,1,2,1,1,1
A340,20,1,1,1,183,79,0,0,1,5,0,1,0,0,1,99,99,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,6,0,0,3,1,1,0,8,0,0,0,1,1,2,0,1,1,3,0,0,1
A341,18,1,0,1,176,77,0,0,2,7,1,1,0,1,2,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,3,0,0,3,1,1,0,7,0,0,1,0,1,1,0,1,1,2,0,0,1
A342,19,0,1,0,175,83,0,0,0,9,1,1,1,0,1,1,99,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,2,1,1,3,0,0,1,8,1,1,1,1,0,2,0,1,0,3,0,1,0
A343,19,0,1,0,154,81,0,0,1,7,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,4,0,0,3,0,0,1,5,1,1,0,0,1,2,0,1,0,2,1,1,1
A344,19,0,0,1,184,147,1,1,2,9,1,1,1,1,2,99,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4,1,0,3,0,0,1,7,1,1,0,0,0,1,0,1,0,3,0,0,1
A345,18,1,0,0,179,123,1,1,2,6,1,1,1,1,2,0,99,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,5,0,0,3,0,0,1,6,1,1,1,1,1,3,0,1,0,1,1,1,0
A346,21,1,1,0,152,132,1,1,1,4,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,3,0,0,1,8,1,1,0,1,0,2,0,1,0,1,0,1,1
A347,17,0,1,0,145,141,1,1,0,8,1,0,0,0,1,99,99,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,4,1,0,3,0,1,0,3,0,0,1,1,0,1,0,0,0,2,1,1,1
A348,18,1,0,1,181,80,0,0,1,8,0,0,0,1,2,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,1,3,0,0,0
A349,18,1,1,1,158,127,1,1,2,5,1,1,1,1,2,99,99,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,1,3,0,0,1,9,1,1,0,0,1,2,1,1,1,1,0,0,0
A350,22,0,1,1,188,99,1,1,2,8,1,1,0,1,2,0,99,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,5,1,1,2,0,1,0,2,0,0,0,1,0,1,1,1,0,2,1,0,0
A351,22,1,1,0,145,142,1,1,0,3,0,1,0,1,2,0,99,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,3,0,1,2,1,1,0,6,0,0,0,0,1,1,1,1,0,1,1,0,0
A352,20,1,0,1,161,115,0,0,1,8,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,6,0,0,3,0,0,1,6,1,1,0,0,1,2,0,1,1,1,0,0,0
A353,19,1,1,1,198,109,0,0,0,6,1,1,1,0,1,0,99,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5,0,1,3,0,0,1,10,1,1,1,1,1,3,1,1,1,1,0,1,1
A354,20,1,1,0,147,142,0,0,1,7,0,1,1,1,2,99,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,3,0,0,1,1,1,1,0,1,0,2,0,1,1,3,1,0,1
A355,18,1,1,1,154,112,1,1,1,6,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,3,1,1,0,9,0,0,1,0,0,0,0,1,1,3,0,0,1
A356,18,0,0,1,178,65,0,0,0,7,1,0,1,1,2,99,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,5,0,0,3,0,0,1,9,1,1,1,1,1,3,0,0,0,2,0,0,0
A357,18,0,0,0,195,153,1,1,0,7,1,1,0,1,2,99,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,6,0,1,3,0,1,0,2,0,0,1,1,1,2,0,1,0,1,1,0,1
A358,19,0,1,0,167,79,0,0,1,7,0,1,0,0,1,99,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,6,1,1,3,0,1,0,10,0,0,0,0,1,1,0,1,1,3,0,0,1
A359,18,0,0,1,183,131,0,0,1,5,0,0,0,0,1,99,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,4,1,0,3,1,1,0,9,0,0,1,1,1,2,0,0,0,1,0,1,1
A360,18,0,1,1,164,142,1,1,0,3,0,1,1,0,1,0,99,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,3,0,1,3,0,0,1,2,1,1,0,1,1,3,1,1,1,3,0,1,1
A361,18,0,0,0,167,64,1,1,0,9,1,1,1,1,2,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,7,1,1,3,1,0,1,2,1,1,1,0,1,2,0,1,0,2,1,1,1
A362,19,0,0,0,151,55,0,0,2,7,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,3,1,0,1,2,1,1,1,1,1,3,1,1,0,1,1,0,1
A363,17,0,0,0,147,107,0,0,0,5,1,1,1,1,2,99,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,3,0,1,3,1,0,1,1,1,1,1,1,1,3,0,1,1,3,0,1,1
A364,18,1,1,0,155,115,0,0,2,9,1,1,0,0,1,99,99,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,3,1,0,3,1,1,0,4,0,0,1,1,1,2,1,1,0,1,0,1,1
A365,18,0,1,0,172,108,1,1,1,5,0,1,0,0,1,1,99,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,4,0,1,3,0,1,0,2,0,0,0,1,0,1,0,1,0,2,0,1,1
A366,20,1,1,0,142,86,1,1,0,4,0,1,0,1,2,99,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,3,1,1,0,8,0,0,0,0,0,0,1,1,1,3,1,0,1
A367,18,1,0,1,146,85,0,0,1,3,0,1,0,0,1,99,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,1,3,0,1,0,8,0,0,1,0,1,1,1,1,1,3,1,1,1
A368,21,1,0,1,173,111,1,1,1,8,0,1,1,1,2,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,5,0,0,3,0,0,1,7,1,1,1,1,0,2,0,1,1,3,1,0,1
A369,23,0,0,1,160,109,0,0,0,6,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,1,0,3,0,1,0,6,0,0,0,1,0,1,0,1,1,2,0,0,1
A370,20,1,1,0,187,80,1,1,1,7,0,0,1,0,1,99,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,5,0,0,2,1,0,1,6,1,1,0,1,0,2,0,0,1,2,0,1,1
A371,21,0,0,0,198,136,1,1,0,3,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,2,0,1,1,1,1,0,7,0,0,0,1,1,2,0,1,1,3,0,1,1
A372,19,0,1,1,179,150,0,0,1,4,0,1,1,0,1,1,99,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,3,0,0,1,4,1,1,1,0,0,1,0,1,1,1,1,0,1
A373,24,0,1,0,164,59,0,0,2,7,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,7,0,0,3,0,1,0,4,0,0,0,1,0,1,0,1,0,1,1,0,1
A374,20,0,1,0,170,53,0,0,0,6,1,1,0,1,2,99,99,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,1,0,8,0,0,0,1,1,2,0,1,0,1,1,1,1
A375,18,1,1,0,152,98,0,0,0,7,1,1,1,0,1,1,99,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,3,0,1,3,0,0,1,2,1,1,0,0,1,2,1,1,1,1,1,1,1
A376,19,0,0,1,150,153,1,1,0,4,0,1,0,1,2,99,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,5,0,1,2,1,1,0,9,0,0,0,0,0,0,0,1,1,3,0,0,1
A377,18,1,1,1,184,121,1,1,2,6,1,1,1,0,1,1,99,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,7,1,0,3,1,0,1,7,1,1,1,0,0,1,0,1,0,1,1,0,0
A378,20,1,1,0,141,136,0,0,1,6,0,0,0,0,1,99,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,3,0,1,0,3,0,0,0,1,1,2,1,0,0,3,0,1,0
A379,19,0,0,0,168,62,1,1,1,6,0,0,1,0,1,99,99,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,2,0,0,1,2,0,1,0
A380,21,1,1,0,156,85,1,1,1,3,0,0,1,0,1,99,99,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,1,0,1,2,0,0,1,1,1,1,1
A381,11,0,0,1,165,64,1,1,0,3,0,0,1,0,1,99,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,1,5,1,1,0,1,0,2,0,0,0,2,1,0,1
A382,18,0,0,0,169,82,0,0,1,6,0,1,1,1,2,99,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,3,0,0,1,5,1,1,1,1,1,3,0,1,0,1,0,0,1
A383,12,1,0,0,156,56,1,1,0,7,1,1,0,0,1,99,99,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,6,0,0,1,0,1,0,4,0,0,1,1,0,1,0,1,1,2,0,1,1
A384,15,1,0,1,151,67,0,0,2,5,1,0,0,0,1,99,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,7,0,1,1,1,1,0,5,0,0,1,0,0,0,0,0,0,2,0,0,1
A385,16,1,1,0,157,93,1,1,2,5,1,1,1,0,1,99,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,3,0,1,1,0,0,1,6,1,1,1,1,0,2,1,1,1,1,0,1,1
A386,24,1,1,1,178,95,0,0,0,9,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,3,0,1,2,0,0,1,2,1,1,0,0,0,1,0,1,0,3,0,0,1
A387,21,0,0,0,158,71,1,1,0,5,1,1,1,1,2,99,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,6,1,1,1,1,0,1,9,1,1,1,0,1,2,1,1,0,2,1,1,1
A388,15,1,1,0,164,68,0,0,1,9,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,0,1,3,1,1,0,10,0,0,1,1,0,1,0,0,0,1,0,0,1
A389,17,1,1,1,169,80,1,1,2,4,1,1,1,1,2,0,99,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,2,1,1,1,0,0,1,5,1,1,1,0,0,1,0,1,1,2,1,0,1
A390,23,1,1,0,173,60,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,4,1,1,2,0,0,1,5,1,1,0,1,0,2,0,0,0,3,1,0,1
A391,16,1,1,1,165,60,1,1,0,6,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,7,1,1,3,1,1,0,4,0,0,0,0,1,1,0,0,1,2,0,0,1
A392,20,0,1,0,158,78,0,0,2,6,1,0,0,1,2,1,99,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,2,0,1,1,1,1,0,3,0,0,1,0,1,1,0,0,0,1,1,1,1
A393,15,0,0,0,181,95,0,0,1,5,0,0,0,1,2,99,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,3,0,1,0,7,0,0,1,1,1,2,0,0,0,3,0,0,1
A394,13,0,1,0,172,112,0,0,1,4,0,1,1,1,2,1,99,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,2,1,0,1,1,1,1,0,1,0,2,0,1,1,2,0,1,1
A395,22,0,1,0,170,75,0,0,0,8,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,8,0,0,0,0,0,0,0,1,0,2,0,1,1
A396,13,0,1,0,158,52,0,0,1,5,0,0,1,1,2,99,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,5,0,0,3,1,0,1,4,1,1,1,1,0,2,0,0,0,2,0,0,1
A397,17,1,0,1,154,68,1,1,0,3,0,0,1,1,2,1,99,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,5,0,1,1,1,0,1,7,1,1,0,1,0,2,0,0,1,2,1,1,0
A398,18,1,1,1,162,56,0,0,2,9,1,0,1,1,2,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,6,1,0,1,1,0,1,9,1,1,1,0,0,1,1,0,0,1,0,1,0
A399,20,0,0,0,163,83,0,0,0,4,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,1,5,1,1,0,0,0,1,1,0,1,3,1,0,1
A400,11,1,1,1,157,69,1,1,1,7,0,1,1,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,5,1,0,2,0,0,1,9,1,1,1,1,0,2,0,1,1,2,0,0,1
A401,14,1,1,1,158,90,0,0,1,8,0,0,1,0,1,1,99,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,6,0,0,1,1,0,1,4,1,1,0,1,0,2,0,0,1,1,0,0,1
A402,11,1,0,0,156,45,0,0,2,3,1,0,0,1,2,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,3,0,1,0,3,0,0,0,1,0,1,0,0,1,1,0,0,1
A403,17,1,1,1,170,68,1,1,0,7,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,6,1,1,2,0,1,0,5,0,0,0,1,1,2,0,0,1,2,1,1,1
A404,14,0,0,1,153,65,0,0,1,6,0,0,1,1,2,99,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,6,1,1,1,1,0,1,10,1,1,0,0,0,1,1,0,1,1,1,0,1
A405,21,0,1,0,156,59,1,1,0,4,0,1,1,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,3,0,0,1,0,0,1,9,1,1,0,0,1,2,0,1,1,1,0,0,1
A406,16,0,1,0,159,78,1,1,0,3,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,3,1,0,1,6,1,1,1,1,1,3,0,0,1,1,0,0,1
A407,15,1,0,0,166,66,1,1,1,3,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,5,1,0,1,0,0,1,4,1,1,0,0,0,1,0,0,0,2,0,1,1
A408,20,0,1,0,169,74,0,0,1,4,0,1,0,0,1,0,99,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,5,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,3,0,1,1
A409,14,1,0,1,155,105,0,0,2,6,1,1,0,1,2,99,99,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,5,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1
A410,15,0,1,0,169,71,1,1,1,7,0,1,1,0,1,99,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,2,0,1,2,1,0,1,10,1,1,1,1,0,2,0,1,1,1,1,0,1
A411,17,1,0,0,159,60,0,0,1,4,0,0,0,0,1,99,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,7,1,1,2,1,1,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1
A412,22,1,0,0,160,73,0,0,2,9,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,5,0,1,3,0,1,0,3,0,0,0,0,1,1,0,0,1,1,0,1,1
A413,22,0,0,1,173,82,0,0,0,6,1,0,1,1,2,99,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,4,1,1,2,1,0,1,5,1,1,0,0,1,2,1,0,0,1,1,0,1
A414,15,0,0,0,163,55,0,0,1,5,0,1,1,1,2,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,6,1,1,0,0,0,1,1,1,0,2,0,1,1
A415,24,1,1,0,175,95,1,1,2,7,1,1,1,1,2,99,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,3,1,1,1,1,0,1,5,1,1,1,1,1,3,0,1,1,3,0,1,1
A416,19,0,1,0,164,70,1,1,2,6,1,1,0,1,2,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,5,1,1,1,1,1,0,5,0,0,1,1,0,1,1,1,1,2,1,0,1
A417,24,1,0,1,162,72,0,0,0,5,1,0,0,1,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,6,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1
A418,12,0,1,1,165,70,0,0,0,6,1,1,1,1,2,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,5,1,0,2,0,0,1,9,1,1,0,1,0,2,0,1,0,1,0,1,1
A419,22,1,1,0,157,62,0,0,0,7,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,4,1,1,2,1,1,0,3,0,0,1,0,0,0,0,1,1,2,0,0,1
A420,15,1,1,0,178,68,0,0,1,8,0,0,1,1,2,1,99,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,5,1,0,1,0,0,1,8,1,1,0,0,0,1,0,0,0,1,1,0,1
A421,13,1,1,0,171,69,1,1,2,7,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,7,0,0,1,0,0,1,5,1,1,1,0,1,2,0,0,1,3,0,1,1
A422,18,1,1,0,159,63,0,0,1,9,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,5,0,1,3,0,1,0,7,0,0,0,0,1,1,1,0,1,2,1,0,1
A423,22,1,1,1,154,50,0,0,0,9,1,0,1,1,2,99,99,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,7,1,0,3,1,0,1,9,1,1,1,0,1,2,0,0,1,1,1,1,1
A424,17,0,1,1,162,64,0,0,2,3,1,1,0,1,2,0,99,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,3,0,0,1,1,1,0,5,0,0,0,1,0,1,0,1,0,2,0,1,1
A425,21,1,1,0,162,107,0,0,1,7,0,1,0,0,1,99,99,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,3,0,0,3,0,1,0,5,0,0,1,1,1,2,0,1,0,1,1,1,1
A426,10,1,1,1,168,69,0,0,0,7,1,0,1,1,2,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,7,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2,1,0,1
A427,22,1,1,1,175,70,1,1,2,9,1,0,1,1,2,1,99,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,3,0,0,1,8,1,1,1,1,0,2,0,0,1,2,0,0,1
A428,20,0,0,0,170,69,0,0,0,5,1,0,0,1,2,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,3,1,1,3,0,1,0,4,0,0,0,1,0,1,0,0,1,2,1,0,1
A429,10,0,0,1,160,75,1,1,1,5,0,1,1,1,2,99,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,3,1,1,2,1,0,1,7,1,1,0,1,1,3,0,1,0,1,0,0,1
A430,11,0,1,0,169,84,0,0,1,8,0,1,1,1,2,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,0,0,1,6,1,1,1,1,0,2,0,1,1,2,1,0,1
A431,21,1,0,1,166,85,1,1,2,5,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,4,0,0,1,0,0,1,1,1,1,1,0,1,2,1,0,1,1,0,0,1
